Category,Country,Customer ID,Order,Product ID,Return Status,Review Rating,Shipping Method,Discount,Price,Profit,Quantity,Returned Quantity,Shipping Cost,Total Sales
Clothing,Canada,7548,06/02/2023,99,No,3,Standard,12.00%,$551.1,$908,7,5,$9.3,$3K
Clothing,Canada,7198,7/21/2023,808,No,4,Standard,10.00%,$341.4,$80,1,1,$25.2,$0K
Clothing,Canada,7464,05/02/2023,720,No,4,Standard,35.00%,$468.2,$494,9,1,$31.4,$3K
Clothing,Canada,6549,05/12/2023,129,No,4,Standard,9.00%,$882.6,"$1,559",7,3,$13.7,$6K
Clothing,Canada,1433,6/25/2023,936,No,4,Standard,12.00%,$839.7,"$1,075",8,4,$21.3,$6K
Clothing,Canada,4279,05/04/2023,874,No,5,Standard,7.00%,$493.5,$816,9,3,$20.2,$4K
Clothing,France,2855,07/08/2023,148,No,1,Standard,21.00%,$675.3,$245,2,1,$48.4,$1K
Clothing,France,7811,3/13/2023,804,No,1,Standard,8.00%,$300.4,$295,7,2,$22.4,$2K
Clothing,France,8415,7/25/2023,822,No,1,Standard,16.00%,$578.8,$655,8,4,$42.5,$4K
Clothing,France,4411,05/01/2023,422,No,1,Standard,8.00%,$471.6,$52,1,5,$32.6,$0K
Clothing,France,1298,4/15/2023,58,No,2,Standard,35.00%,$171.3,$117,8,1,$28.9,$1K
Clothing,France,4077,12/22/2023,590,No,3,Standard,30.00%,$512.3,$281,7,0,$36.0,$3K
Clothing,France,9646,6/21/2023,72,No,3,Standard,22.00%,$904.3,"$1,805",9,0,$27.2,$6K
Clothing,France,6046,11/16/2023,782,No,3,Standard,13.00%,$877.7,$472,3,2,$11.2,$2K
Clothing,France,8452,11/20/2023,894,No,3,Standard,24.00%,$603.8,$799,6,2,$11.0,$3K
Clothing,France,4037,5/23/2023,893,No,3,Standard,16.00%,$731.5,$732,5,5,$27.9,$3K
Clothing,France,7546,1/16/2023,274,No,3,Standard,10.00%,$370.5,$974,10,5,$18.2,$3K
Clothing,France,8141,05/12/2023,535,No,5,Standard,32.00%,$281.8,$499,9,1,$40.3,$2K
Clothing,France,5997,5/17/2023,929,No,5,Standard,30.00%,$464.2,$167,2,2,$33.1,$1K
Clothing,Germany,3918,12/17/2023,420,No,1,Standard,22.00%,$369.7,$441,8,0,$18.2,$2K
Clothing,Germany,2928,02/03/2023,892,No,1,Standard,21.00%,$690.5,$278,3,1,$20.4,$2K
Clothing,Germany,8712,8/24/2023,985,No,1,Standard,39.00%,$15.5,$7,6,2,$15.5,$0K
Clothing,Germany,2081,11/25/2023,999,No,1,Standard,20.00%,$335.4,$96,3,3,$19.7,$1K
Clothing,Germany,4040,01/01/2023,205,No,1,Standard,33.00%,$742.7,$697,9,4,$34.7,$4K
Clothing,Germany,9174,3/15/2023,84,No,1,Standard,11.00%,$764.5,$983,9,5,$19.0,$6K
Clothing,Germany,1788,12/01/2023,661,No,2,Standard,29.00%,$378.0,$29,1,3,$36.0,$0K
Clothing,Germany,9325,8/28/2023,372,No,2,Standard,20.00%,$996.4,"$1,134",6,3,$20.1,$5K
Clothing,Germany,3660,09/06/2023,92,No,3,Standard,5.00%,$644.9,$818,6,0,$48.4,$4K
Clothing,Germany,1180,06/09/2023,994,No,3,Standard,9.00%,$150.4,$126,6,0,$2.0,$1K
Clothing,Germany,9583,06/01/2023,678,No,3,Standard,19.00%,$625.7,$138,2,1,$10.1,$1K
Clothing,Germany,3185,7/18/2023,543,No,3,Standard,13.00%,$270.6,$174,7,5,$27.6,$2K
Clothing,Germany,5899,9/21/2023,29,No,3,Standard,33.00%,$528.3,$766,9,5,$44.1,$3K
Clothing,Germany,5176,5/26/2023,908,No,4,Standard,22.00%,$107.8,$22,1,0,$3.4,$0K
Clothing,Germany,6558,01/07/2023,692,No,4,Standard,13.00%,$215.7,$119,3,3,$34.0,$1K
Clothing,Germany,1299,5/19/2023,564,No,4,Standard,12.00%,$486.3,$652,9,3,$36.6,$4K
Clothing,Germany,4362,7/21/2023,327,No,4,Standard,6.00%,$140.3,$257,10,4,$19.9,$1K
Clothing,Germany,2671,12/05/2023,446,No,5,Standard,22.00%,$377.5,$182,3,1,$17.5,$1K
Clothing,Germany,3492,08/07/2023,539,No,5,Standard,21.00%,$540.7,$127,1,2,$45.1,$0K
Clothing,Germany,2656,11/21/2023,622,No,5,Standard,37.00%,$127.1,$64,7,5,$40.1,$1K
Clothing,Germany,2860,1/26/2023,428,No,5,Standard,34.00%,$872.6,$639,10,5,$27.7,$6K
Clothing,UK,7788,03/09/2023,271,No,1,Standard,26.00%,$855.8,$178,1,1,$30.1,$1K
Clothing,UK,3433,05/10/2023,299,No,1,Standard,15.00%,$517.4,$327,3,1,$8.9,$1K
Clothing,UK,7375,11/02/2023,52,No,1,Standard,25.00%,$991.7,"$1,588",9,2,$36.8,$7K
Clothing,UK,7416,07/08/2023,442,No,2,Standard,25.00%,$474.3,$208,5,2,$15.0,$2K
Clothing,UK,3448,03/01/2023,817,No,2,Standard,37.00%,$815.8,$562,7,3,$40.7,$4K
Clothing,UK,3269,07/06/2023,864,No,2,Standard,7.00%,$930.6,$275,2,5,$38.8,$2K
Clothing,UK,6901,02/12/2023,825,No,3,Standard,18.00%,$143.1,$181,8,2,$17.4,$1K
Clothing,UK,2218,1/15/2023,716,No,3,Standard,36.00%,$757.1,"$1,356",10,2,$2.6,$5K
Clothing,UK,9160,6/26/2023,108,No,3,Standard,39.00%,$356.1,$586,10,3,$32.3,$2K
Clothing,UK,2755,10/07/2023,596,No,3,Standard,15.00%,$284.3,$99,2,4,$41.8,$0K
Clothing,UK,2108,01/07/2023,909,No,3,Standard,25.00%,$281.7,$242,4,4,$29.7,$1K
Clothing,UK,2735,4/22/2023,294,No,3,Standard,36.00%,$951.8,$644,9,5,$21.8,$5K
Clothing,UK,8665,4/13/2023,345,No,4,Standard,16.00%,$501.8,$487,4,1,$37.6,$2K
Clothing,UK,4862,03/03/2023,614,No,4,Standard,35.00%,$597.7,$279,4,3,$26.6,$2K
Clothing,UK,5726,10/14/2023,189,No,5,Standard,9.00%,$248.9,$137,4,0,$40.5,$1K
Clothing,UK,9363,5/18/2023,151,No,5,Standard,27.00%,$678.2,$193,3,4,$21.9,$1K
Clothing,UK,5521,5/15/2023,808,No,5,Standard,24.00%,$583.9,$966,8,4,$3.9,$4K
Clothing,USA,5975,3/26/2023,37,No,1,Standard,16.00%,$124.4,$156,6,0,$9.0,$1K
Clothing,USA,9446,5/17/2023,388,No,2,Standard,23.00%,$630.2,$251,3,2,$49.8,$1K
Clothing,USA,1751,2/25/2023,929,No,2,Standard,22.00%,$980.8,$842,8,5,$30.1,$6K
Clothing,USA,9491,7/28/2023,688,No,3,Standard,9.00%,$158.0,$50,3,1,$18.2,$0K
Clothing,USA,7909,2/16/2023,773,No,3,Standard,31.00%,$934.1,"$1,487",9,5,$34.4,$6K
Clothing,USA,9102,9/14/2023,306,No,4,Standard,34.00%,$800.8,"$1,329",9,0,$43.3,$5K
Clothing,USA,1891,10/07/2023,849,No,4,Standard,9.00%,$768.2,$389,4,5,$29.9,$3K
Clothing,USA,3949,10/06/2023,41,No,4,Standard,7.00%,$871.7,"$1,216",6,5,$2.4,$5K
Clothing,USA,5128,11/02/2023,164,No,5,Standard,21.00%,$733.5,$252,2,1,$44.0,$1K
Clothing,USA,9957,01/11/2023,467,No,5,Standard,36.00%,$986.7,$688,9,4,$16.0,$6K
Clothing,USA,2986,10/15/2023,333,No,5,Standard,12.00%,$305.8,$659,10,4,$28.9,$3K
Clothing,USA,2653,9/25/2023,231,No,5,Standard,33.00%,$47.3,$34,4,5,$12.4,$0K
Clothing,USA,6992,06/08/2023,563,No,5,Standard,11.00%,$274.5,$705,10,5,$12.7,$2K
Electronics,Canada,3988,2/28/2023,636,No,1,Standard,17.00%,$900.8,"$1,426",9,2,$29.1,$7K
Electronics,Canada,6256,9/13/2023,650,No,1,Standard,26.00%,$669.3,"$1,016",10,2,$39.5,$5K
Electronics,Canada,4976,8/23/2023,155,No,2,Standard,33.00%,$573.0,$557,6,0,$9.4,$2K
Electronics,Canada,2749,7/17/2023,957,No,2,Standard,24.00%,$746.3,"$1,407",9,5,$33.4,$5K
Electronics,Canada,7062,02/06/2023,614,No,3,Standard,34.00%,$347.8,$148,4,0,$16.9,$1K
Electronics,Canada,9819,9/24/2023,516,No,3,Standard,38.00%,$572.2,$501,8,0,$28.0,$3K
Electronics,Canada,3430,12/02/2023,693,No,3,Standard,15.00%,$282.6,$63,2,2,$2.0,$0K
Electronics,Canada,4347,08/09/2023,830,No,3,Standard,35.00%,$712.7,$643,7,3,$38.4,$3K
Electronics,Canada,1105,12/17/2023,21,No,3,Standard,19.00%,$328.6,$443,8,3,$15.9,$2K
Electronics,Canada,8666,1/27/2023,593,No,4,Standard,10.00%,$74.2,$95,7,0,$36.2,$0K
Electronics,Canada,4016,10/11/2023,815,No,4,Standard,13.00%,$358.4,$271,7,1,$9.7,$2K
Electronics,Canada,6117,9/14/2023,751,No,4,Standard,8.00%,$983.7,"$1,566",6,3,$48.4,$5K
Electronics,Canada,8139,2/22/2023,217,No,4,Standard,17.00%,$228.2,$341,9,3,$27.8,$2K
Electronics,Canada,1831,5/17/2023,633,No,5,Standard,20.00%,$676.5,$68,1,0,$5.3,$1K
Electronics,Canada,5795,7/21/2023,284,No,5,Standard,5.00%,$892.8,"$1,900",8,0,$40.5,$7K
Electronics,Canada,7559,4/23/2023,392,No,5,Standard,9.00%,$962.0,$169,1,1,$29.8,$1K
Electronics,Canada,9924,10/05/2023,707,No,5,Standard,22.00%,$180.4,$32,1,1,$11.5,$0K
Electronics,Canada,2806,10/12/2023,281,No,5,Standard,19.00%,$177.0,$76,3,3,$31.3,$0K
Electronics,Canada,9279,04/01/2023,449,No,5,Standard,39.00%,$937.9,"$1,517",10,3,$28.7,$6K
Electronics,Canada,3063,08/09/2023,141,No,5,Standard,11.00%,$873.4,"$1,038",8,4,$42.3,$6K
Electronics,Canada,7385,08/07/2023,785,No,5,Standard,32.00%,$846.8,$187,3,5,$40.4,$2K
Electronics,Canada,7270,2/15/2023,162,No,5,Standard,32.00%,$386.0,$360,5,5,$29.6,$1K
Electronics,Canada,9922,8/25/2023,93,No,5,Standard,29.00%,$780.8,$901,7,5,$46.4,$4K
Electronics,France,3547,7/20/2023,651,No,1,Standard,22.00%,$726.7,"$1,392",9,4,$28.0,$5K
Electronics,France,3832,4/13/2023,325,No,2,Standard,22.00%,$545.0,$926,8,1,$17.3,$3K
Electronics,France,6163,04/02/2023,975,No,2,Standard,9.00%,$487.7,$655,9,2,$21.8,$4K
Electronics,France,4457,01/10/2023,436,No,2,Standard,39.00%,$285.5,$216,5,3,$11.9,$1K
Electronics,France,9372,01/10/2023,992,No,2,Standard,28.00%,$85.2,$69,7,4,$35.7,$0K
Electronics,France,7871,3/20/2023,953,No,3,Standard,38.00%,$736.3,$852,9,0,$28.6,$4K
Electronics,France,5902,12/20/2023,8,No,3,Standard,37.00%,$325.3,$46,1,1,$8.6,$0K
Electronics,France,7581,7/14/2023,350,No,3,Standard,30.00%,$530.9,$270,6,2,$28.3,$2K
Electronics,France,1412,2/20/2023,485,No,3,Standard,15.00%,$39.8,$25,4,4,$41.3,$0K
Electronics,France,5571,3/22/2023,807,No,3,Standard,30.00%,$961.9,$792,6,4,$41.1,$4K
Electronics,France,1038,10/04/2023,686,No,3,Standard,10.00%,$692.0,$983,7,4,$34.4,$4K
Electronics,France,1972,7/25/2023,731,No,4,Standard,25.00%,$869.0,$320,3,2,$14.4,$2K
Electronics,France,5731,09/03/2023,631,No,4,Standard,27.00%,$563.6,$548,6,3,$15.4,$2K
Electronics,France,8066,9/26/2023,380,No,4,Standard,32.00%,$295.0,$216,4,4,$24.8,$1K
Electronics,France,8861,05/02/2023,911,No,5,Standard,19.00%,$200.5,$83,4,1,$48.7,$1K
Electronics,Germany,9188,09/07/2023,323,No,1,Standard,5.00%,$357.1,$398,7,0,$7.4,$2K
Electronics,Germany,4871,08/08/2023,390,No,1,Standard,25.00%,$930.8,$823,4,1,$8.5,$3K
Electronics,Germany,1138,04/01/2023,260,No,1,Standard,8.00%,$12.9,$11,8,1,$8.9,$0K
Electronics,Germany,6410,9/24/2023,712,No,1,Standard,7.00%,$905.7,$455,4,2,$39.3,$3K
Electronics,Germany,8166,11/28/2023,944,No,2,Standard,37.00%,$275.5,$98,2,1,$8.3,$0K
Electronics,Germany,7115,12/15/2023,978,No,3,Standard,40.00%,$479.2,$225,4,0,$28.3,$1K
Electronics,Germany,4762,10/25/2023,735,No,4,Standard,13.00%,$942.7,$490,3,0,$29.4,$2K
Electronics,Germany,4770,04/06/2023,449,No,4,Standard,29.00%,$283.7,$322,6,2,$47.0,$1K
Electronics,Germany,9634,03/11/2023,400,No,4,Standard,6.00%,$713.3,$583,6,3,$39.6,$4K
Electronics,Germany,3160,10/15/2023,231,No,4,Standard,21.00%,$816.7,$728,6,4,$39.9,$4K
Electronics,Germany,1329,2/21/2023,998,No,4,Standard,16.00%,$162.3,$112,8,5,$15.7,$1K
Electronics,Germany,2629,4/24/2023,620,No,5,Standard,21.00%,$620.4,$103,1,0,$7.1,$0K
Electronics,Germany,8333,04/01/2023,537,No,5,Standard,33.00%,$310.0,$210,4,1,$5.1,$1K
Electronics,Germany,5475,11/23/2023,417,No,5,Standard,30.00%,$701.5,"$1,201",10,2,$20.6,$5K
Electronics,Germany,8421,7/22/2023,649,No,5,Standard,11.00%,$574.1,$656,5,4,$40.3,$3K
Electronics,UK,4114,3/19/2023,923,No,1,Standard,20.00%,$339.7,$28,1,1,$12.0,$0K
Electronics,UK,8682,12/12/2023,290,No,2,Standard,13.00%,$136.9,$32,1,0,$40.2,$0K
Electronics,UK,8857,10/06/2023,441,No,2,Standard,11.00%,$91.8,$124,7,3,$42.2,$1K
Electronics,UK,8062,03/03/2023,133,No,2,Standard,17.00%,$910.8,"$1,549",9,3,$45.3,$7K
Electronics,UK,8105,10/18/2023,226,No,3,Standard,34.00%,$630.5,$614,10,1,$48.0,$4K
Electronics,UK,9900,7/27/2023,915,No,3,Standard,8.00%,$897.5,$517,3,3,$12.0,$2K
Electronics,UK,8459,8/13/2023,464,No,3,Standard,37.00%,$501.3,$253,7,4,$37.8,$2K
Electronics,UK,3114,04/03/2023,846,No,3,Standard,13.00%,$442.5,$656,7,5,$32.7,$3K
Electronics,UK,1749,12/02/2023,1000,No,4,Standard,15.00%,$186.7,$52,2,0,$5.9,$0K
Electronics,UK,1933,10/05/2023,467,No,4,Standard,29.00%,$887.8,$823,6,0,$39.0,$4K
Electronics,UK,5994,5/26/2023,572,No,4,Standard,23.00%,$979.6,$632,3,1,$20.9,$2K
Electronics,UK,5580,7/20/2023,284,No,4,Standard,40.00%,$455.0,$142,2,3,$3.7,$1K
Electronics,UK,8332,5/28/2023,591,No,5,Standard,22.00%,$917.2,$236,3,0,$48.5,$2K
Electronics,UK,2791,8/28/2023,392,No,5,Standard,31.00%,$410.3,$154,3,2,$21.6,$1K
Electronics,USA,9490,10/19/2023,55,No,1,Standard,23.00%,$215.0,$135,5,0,$18.9,$1K
Electronics,USA,6917,04/01/2023,479,No,1,Standard,36.00%,$227.2,$131,3,2,$26.4,$0K
Electronics,USA,1594,05/12/2023,127,No,2,Standard,23.00%,$847.4,"$1,272",8,0,$33.5,$5K
Electronics,USA,5135,10/22/2023,516,No,2,Standard,18.00%,$312.4,$247,5,1,$6.5,$1K
Electronics,USA,5940,1/18/2023,102,No,2,Standard,20.00%,$246.3,$130,6,1,$4.8,$1K
Electronics,USA,4849,04/01/2023,539,No,2,Standard,21.00%,$949.0,$389,2,4,$19.1,$1K
Electronics,USA,3221,04/10/2023,315,No,2,Standard,15.00%,$365.9,$194,4,4,$22.9,$1K
Electronics,USA,9883,10/25/2023,381,No,2,Standard,29.00%,$669.7,$259,2,5,$19.3,$1K
Electronics,USA,3989,6/21/2023,300,No,2,Standard,37.00%,$215.2,$263,7,5,$7.2,$1K
Electronics,USA,9994,4/28/2023,785,No,3,Standard,30.00%,$852.0,$780,5,1,$40.1,$3K
Electronics,USA,2768,2/28/2023,226,No,3,Standard,12.00%,$322.4,$767,10,2,$11.0,$3K
Electronics,USA,6112,8/26/2023,282,No,3,Standard,36.00%,$244.7,$92,3,4,$49.2,$0K
Electronics,USA,3012,7/22/2023,35,No,4,Standard,5.00%,$713.5,$158,2,0,$38.2,$1K
Electronics,USA,4370,3/20/2023,128,No,4,Standard,18.00%,$331.4,$221,3,0,$23.1,$1K
Electronics,USA,5329,10/28/2023,964,No,4,Standard,37.00%,$97.9,$74,8,1,$45.5,$0K
Electronics,USA,9007,12/27/2023,41,No,4,Standard,11.00%,$79.7,$17,2,3,$28.9,$0K
Electronics,USA,3843,6/17/2023,987,No,4,Standard,15.00%,$433.1,$386,10,4,$9.2,$4K
Electronics,USA,8003,2/23/2023,627,No,4,Standard,27.00%,$777.1,$420,5,5,$6.9,$3K
Electronics,USA,3957,12/03/2023,403,No,5,Standard,23.00%,$734.5,$294,3,1,$45.0,$2K
Electronics,USA,1236,05/02/2023,812,No,5,Standard,16.00%,$593.5,$900,9,1,$36.5,$4K
Electronics,USA,7806,11/23/2023,44,No,5,Standard,38.00%,$845.8,"$1,047",8,4,$29.7,$4K
Electronics,USA,8466,09/12/2023,871,No,5,Standard,27.00%,$693.8,$222,3,5,$35.1,$2K
Home,Canada,6351,1/15/2023,268,No,1,Standard,17.00%,$835.2,$841,6,0,$12.9,$4K
Home,Canada,5236,7/27/2023,873,No,1,Standard,36.00%,$72.9,$38,5,1,$35.4,$0K
Home,Canada,2234,8/13/2023,191,No,1,Standard,36.00%,$612.2,$349,8,3,$9.8,$3K
Home,Canada,6585,11/02/2023,396,No,2,Standard,21.00%,$259.6,$55,2,0,$39.5,$0K
Home,Canada,5170,06/09/2023,224,No,2,Standard,34.00%,$697.3,$167,2,0,$11.9,$1K
Home,Canada,5614,8/13/2023,207,No,2,Standard,13.00%,$447.5,$612,7,1,$12.6,$3K
Home,Canada,6744,11/24/2023,809,No,2,Standard,36.00%,$192.0,$113,5,3,$12.4,$1K
Home,Canada,6875,3/24/2023,419,No,2,Standard,11.00%,$342.4,$463,7,3,$12.2,$2K
Home,Canada,5867,10/13/2023,614,No,2,Standard,30.00%,$821.2,$145,2,4,$36.9,$1K
Home,Canada,6280,07/05/2023,760,No,2,Standard,23.00%,$684.2,$183,3,5,$37.4,$2K
Home,Canada,6683,02/12/2023,301,No,2,Standard,38.00%,$277.6,$164,4,5,$30.7,$1K
Home,Canada,1384,07/03/2023,45,No,3,Standard,21.00%,$115.3,$23,2,0,$40.6,$0K
Home,Canada,8414,11/14/2023,21,No,3,Standard,29.00%,$71.6,$23,2,2,$9.4,$0K
Home,Canada,6548,3/14/2023,536,No,4,Standard,37.00%,$163.7,$206,8,1,$14.2,$1K
Home,Canada,8967,8/25/2023,358,No,4,Standard,37.00%,$999.4,$366,2,2,$35.5,$1K
Home,Canada,9379,07/06/2023,788,No,4,Standard,18.00%,$192.6,$313,7,3,$4.2,$1K
Home,Canada,1313,5/13/2023,570,No,5,Standard,7.00%,$617.0,$265,3,1,$23.6,$2K
Home,Canada,9101,01/03/2023,528,No,5,Standard,14.00%,$441.4,$473,9,1,$43.9,$3K
Home,Canada,4312,11/24/2023,774,No,5,Standard,29.00%,$143.4,$195,9,1,$46.3,$1K
Home,Canada,6207,3/27/2023,412,No,5,Standard,19.00%,$172.4,$309,8,2,$33.1,$1K
Home,Canada,9629,10/21/2023,924,No,5,Standard,24.00%,$666.1,$360,5,3,$23.3,$3K
Home,Canada,2202,11/09/2023,337,No,5,Standard,37.00%,$316.5,$233,6,4,$9.6,$1K
Home,France,6320,11/18/2023,589,No,1,Standard,35.00%,$597.7,$254,5,0,$7.1,$2K
Home,France,2771,12/08/2023,128,No,2,Standard,13.00%,$747.7,$604,8,2,$41.7,$5K
Home,France,6607,7/19/2023,204,No,2,Standard,36.00%,$449.7,$347,7,3,$45.3,$2K
Home,France,2619,03/03/2023,150,No,2,Standard,7.00%,$272.9,$204,4,4,$40.4,$1K
Home,France,6251,10/22/2023,449,No,3,Standard,30.00%,$699.4,$152,2,0,$42.8,$1K
Home,France,5767,09/08/2023,172,No,3,Standard,23.00%,$520.4,$403,6,0,$2.7,$2K
Home,France,3495,3/20/2023,339,No,3,Standard,9.00%,$936.0,$884,8,1,$13.6,$7K
Home,France,4803,05/12/2023,960,No,3,Standard,20.00%,$385.6,$116,2,3,$22.7,$1K
Home,France,5784,03/01/2023,290,No,3,Standard,26.00%,$681.7,$451,4,5,$45.1,$2K
Home,France,4927,12/06/2023,643,No,4,Standard,39.00%,$396.5,$382,8,0,$18.1,$2K
Home,France,5038,2/21/2023,137,No,4,Standard,12.00%,$373.1,$627,9,2,$44.6,$3K
Home,France,6929,10/12/2023,204,No,4,Standard,19.00%,$801.3,$153,2,3,$43.2,$1K
Home,France,2222,06/07/2023,482,No,5,Standard,6.00%,$556.5,$508,5,3,$43.4,$3K
Home,France,5542,10/24/2023,270,No,5,Standard,34.00%,$582.0,$423,5,4,$44.7,$2K
Home,France,3490,12/01/2023,571,No,5,Standard,6.00%,$869.4,"$1,323",6,4,$17.8,$5K
Home,France,8464,1/20/2023,487,No,5,Standard,10.00%,$452.1,$582,7,5,$42.2,$3K
Home,Germany,7864,07/02/2023,697,No,1,Standard,32.00%,$174.0,$24,2,1,$20.7,$0K
Home,Germany,9454,04/11/2023,232,No,1,Standard,27.00%,$825.2,$877,8,3,$49.0,$5K
Home,Germany,7237,4/27/2023,447,No,2,Standard,38.00%,$314.5,$52,1,0,$34.2,$0K
Home,Germany,8626,6/24/2023,477,No,2,Standard,7.00%,$482.1,$242,2,3,$13.6,$1K
Home,Germany,6930,10/23/2023,914,No,2,Standard,27.00%,$735.2,$395,7,3,$43.5,$4K
Home,Germany,6718,12/06/2023,861,No,3,Standard,30.00%,$34.3,$6,1,3,$21.1,$0K
Home,Germany,9295,01/12/2023,802,No,3,Standard,26.00%,$723.0,$805,7,5,$16.6,$4K
Home,Germany,4924,3/27/2023,143,No,4,Standard,30.00%,$872.0,$311,3,2,$43.2,$2K
Home,Germany,2917,04/02/2023,188,No,5,Standard,38.00%,$595.6,$746,7,4,$26.2,$3K
Home,UK,8409,11/18/2023,546,No,1,Standard,39.00%,$843.2,$680,6,1,$10.5,$3K
Home,UK,9625,9/26/2023,900,No,1,Standard,39.00%,$53.1,$19,4,2,$38.2,$0K
Home,UK,4127,2/16/2023,976,No,1,Standard,7.00%,$492.8,$812,6,2,$22.5,$3K
Home,UK,4350,11/13/2023,289,No,1,Standard,34.00%,$718.0,$605,7,3,$8.1,$3K
Home,UK,3419,05/03/2023,256,No,1,Standard,26.00%,$53.6,$83,8,3,$40.8,$0K
Home,UK,9433,11/03/2023,97,No,1,Standard,17.00%,$937.5,$840,6,4,$38.5,$5K
Home,UK,7596,1/16/2023,26,No,2,Standard,25.00%,$669.7,$894,9,2,$7.0,$5K
Home,UK,4153,11/27/2023,421,No,2,Standard,25.00%,$249.6,$219,8,4,$25.2,$1K
Home,UK,9015,03/07/2023,59,No,3,Standard,23.00%,$781.7,$913,8,1,$17.7,$5K
Home,UK,4428,5/24/2023,650,No,3,Standard,30.00%,$244.0,$116,4,3,$5.1,$1K
Home,UK,1273,07/04/2023,177,No,4,Standard,12.00%,$535.5,$811,7,0,$7.4,$3K
Home,UK,2363,04/10/2023,504,No,4,Standard,24.00%,$626.1,$838,10,2,$36.5,$5K
Home,UK,5510,11/14/2023,59,No,4,Standard,28.00%,$323.4,$50,1,3,$10.7,$0K
Home,UK,1625,08/11/2023,918,No,4,Standard,7.00%,$238.6,$395,10,3,$41.1,$2K
Home,UK,3131,01/02/2023,707,No,4,Standard,10.00%,$24.7,$25,5,4,$42.2,$0K
Home,UK,2380,11/14/2023,606,No,5,Standard,17.00%,$977.0,$212,1,0,$31.3,$1K
Home,UK,4395,1/13/2023,424,No,5,Standard,37.00%,$353.2,$354,8,3,$48.7,$2K
Home,UK,7754,09/05/2023,978,No,5,Standard,10.00%,$189.3,$284,10,5,$44.8,$2K
Home,USA,9224,5/19/2023,233,No,1,Standard,24.00%,$130.3,$71,4,0,$6.0,$0K
Home,USA,9530,7/20/2023,224,No,1,Standard,29.00%,$303.5,$287,7,5,$48.7,$2K
Home,USA,3744,12/03/2023,449,No,2,Standard,33.00%,$359.9,$552,8,1,$41.7,$2K
Home,USA,5575,8/21/2023,589,No,3,Standard,20.00%,$509.8,$465,4,1,$20.4,$2K
Home,USA,2824,1/17/2023,969,No,3,Standard,28.00%,$256.0,$193,9,1,$31.5,$2K
Home,USA,6779,11/07/2023,653,No,3,Standard,29.00%,$455.5,$693,10,2,$22.0,$3K
Home,USA,7279,2/15/2023,114,No,3,Standard,31.00%,$247.4,$82,3,3,$10.9,$1K
Home,USA,7905,11/24/2023,116,No,3,Standard,20.00%,$228.4,$276,9,4,$36.5,$2K
Home,USA,6654,9/23/2023,129,No,4,Standard,35.00%,$121.4,$63,7,1,$48.5,$1K
Home,USA,3590,6/24/2023,616,No,4,Standard,35.00%,$565.3,$534,7,2,$44.6,$3K
Home,USA,4807,12/11/2023,473,No,4,Standard,26.00%,$553.3,"$1,165",10,3,$37.6,$4K
Home,USA,1149,08/12/2023,249,No,4,Standard,20.00%,$800.4,"$1,182",10,4,$16.1,$6K
Home,USA,4789,01/07/2023,761,No,4,Standard,24.00%,$111.4,$149,8,5,$48.4,$1K
Home,USA,1490,07/02/2023,245,No,5,Standard,7.00%,$574.9,$602,4,1,$47.1,$2K
Home,USA,1667,05/08/2023,346,No,5,Standard,18.00%,$834.1,$525,3,2,$27.2,$2K
Home,USA,2030,06/09/2023,947,No,5,Standard,16.00%,$90.8,$65,3,3,$31.2,$0K
Home,USA,8076,01/03/2023,363,No,5,Standard,34.00%,$391.9,$378,5,5,$40.8,$1K
Sports,Canada,7800,9/17/2023,491,No,1,Standard,13.00%,$643.2,$96,1,0,$40.0,$1K
Sports,Canada,1304,01/07/2023,921,No,1,Standard,32.00%,$265.6,$368,8,0,$18.9,$1K
Sports,Canada,1191,08/11/2023,289,No,1,Standard,33.00%,$205.3,$77,4,2,$13.2,$1K
Sports,Canada,9936,8/28/2023,735,No,2,Standard,8.00%,$39.8,$20,5,4,$28.7,$0K
Sports,Canada,9847,10/18/2023,156,No,2,Standard,26.00%,$505.6,$898,8,4,$19.2,$3K
Sports,Canada,5424,03/11/2023,532,No,2,Standard,11.00%,$440.8,$662,9,4,$25.6,$4K
Sports,Canada,8459,6/22/2023,868,No,3,Standard,28.00%,$76.9,$65,6,1,$21.8,$0K
Sports,Canada,8746,3/26/2023,946,No,3,Standard,20.00%,$443.0,$668,10,1,$6.7,$4K
Sports,Canada,4604,11/12/2023,667,No,3,Standard,40.00%,$337.2,$134,3,2,$19.3,$1K
Sports,Canada,9764,02/12/2023,896,No,3,Standard,10.00%,$40.0,$13,3,3,$47.0,$0K
Sports,Canada,2214,10/07/2023,980,No,3,Standard,19.00%,$689.6,$113,2,4,$27.4,$1K
Sports,Canada,1494,3/20/2023,572,No,3,Standard,32.00%,$793.5,$408,3,5,$34.7,$2K
Sports,Canada,2278,6/28/2023,981,No,3,Standard,24.00%,$323.8,$366,7,5,$35.6,$2K
Sports,Canada,4697,06/03/2023,667,No,4,Standard,16.00%,$778.1,$911,9,2,$40.2,$6K
Sports,Canada,8033,6/15/2023,976,No,4,Standard,39.00%,$624.7,$385,7,4,$26.6,$3K
Sports,Canada,7865,12/06/2023,57,No,5,Standard,9.00%,$168.2,$17,1,0,$30.3,$0K
Sports,Canada,4711,5/26/2023,190,No,5,Standard,24.00%,$326.1,$122,3,0,$36.0,$1K
